Date,Open,High,Low ,Close,Adj. Close,Volume
"Nov 10, 2022","15,440.00","17,935.00","15,230.00","17,780.00","17,780.00","18,015"
"Nov 9, 2022","18,480.00","18,565.00","14,925.00","15,615.00","15,615.00","29,101"
"Nov 8, 2022","20,500.00","20,700.00","16,835.00","18,080.00","18,080.00","44,896"
"Nov 7, 2022","21,200.00","21,215.00","20,635.00","20,845.00","20,845.00","6,250"
"Nov 4, 2022","20,280.00","21,400.00","20,185.00","21,155.00","21,155.00","16,426"
"Nov 3, 2022","20,165.00","20,415.00","20,030.00","20,285.00","20,285.00","7,002"
"Nov 2, 2022","20,500.00","20,870.00","20,105.00","20,265.00","20,265.00","9,266"
"Nov 1, 2022","20,430.00","20,725.00","20,320.00","20,480.00","20,480.00","4,663"
"Oct 31, 2022","20,715.00","20,890.00","20,220.00","20,380.00","20,380.00","7,208"
"Oct 28, 2022","20,385.00","20,560.00","19,965.00","20,478.44","20,478.44","8,559"
"Oct 27, 2022","20,735.00","20,935.00","20,245.00","20,625.00","20,625.00","10,277"
"Oct 26, 2022","20,215.00","21,055.00","20,015.00","20,780.00","20,780.00","16,618"
"Oct 25, 2022","19,310.00","20,445.00","19,230.00","20,305.00","20,305.00","18,642"
"Oct 24, 2022","19,470.00","19,695.00","19,130.00","19,340.00","19,340.00","11,740"
"Oct 21, 2022","19,050.00","19,250.00","18,615.00","19,195.00","19,195.00","10,597"
"Oct 20, 2022","19,150.00","19,340.00","18,875.00","19,030.00","19,030.00","9,380"
"Oct 19, 2022","19,255.00","19,340.00","19,035.00","19,200.00","19,200.00","5,612"
"Oct 18, 2022","19,525.00","19,715.00","19,045.00","19,180.00","19,180.00","8,664"
"Oct 17, 2022","19,070.00","19,680.00","19,070.00","19,515.00","19,515.00","7,538"
"Oct 14, 2022","19,415.00","19,975.00","19,065.00","19,110.00","19,110.00","14,027"
"Oct 13, 2022","19,150.00","19,575.00","17,810.00","19,360.00","19,360.00","23,505"
"Oct 12, 2022","18,935.00","19,145.00","18,900.00","19,095.00","19,095.00","5,182"
"Oct 11, 2022","19,165.00","19,225.00","18,760.00","18,900.00","18,900.00","9,226"
"Oct 10, 2022","19,390.00","19,465.00","19,015.00","19,125.00","19,125.00","7,446"
"Oct 7, 2022","19,870.00","20,080.00","19,260.00","19,410.00","19,410.00","11,120"
"Oct 6, 2022","20,085.00","20,515.00","19,870.00","20,025.00","20,025.00","9,200"
"Oct 5, 2022","20,385.00","20,440.00","19,740.00","20,140.00","20,140.00","9,665"
"Oct 4, 2022","19,535.00","20,535.00","19,515.00","20,285.00","20,285.00","11,729"
"Oct 3, 2022","19,190.00","19,690.00","18,785.00","19,525.00","19,525.00","12,200"
"Sep 30, 2022","19,510.00","19,725.00","19,185.00","19,698.60","19,698.60","12,261"
"Sep 29, 2022","19,630.00","19,700.00","18,820.00","19,405.00","19,405.00","10,690"
"Sep 28, 2022","18,975.00","19,685.00","18,440.00","19,565.00","19,565.00","14,508"
"Sep 27, 2022","19,060.00","20,400.00","18,775.00","19,045.00","19,045.00","18,567"
"Sep 26, 2022","18,700.00","19,300.00","18,545.00","19,180.00","19,180.00","11,533"
"Sep 23, 2022","19,200.00","19,495.00","18,455.00","18,745.00","18,745.00","9,164"
"Sep 22, 2022","18,510.00","19,475.00","18,085.00","19,295.00","19,295.00","9,042"
"Sep 21, 2022","18,880.00","19,885.00","18,670.00","18,980.00","18,980.00","15,361"
"Sep 20, 2022","19,525.00","19,640.00","18,690.00","18,950.00","18,950.00","8,868"
"Sep 19, 2022","19,490.00","19,620.00","18,195.00","19,480.00","19,480.00","12,241"
"Sep 16, 2022","19,750.00","19,865.00","19,275.00","19,575.00","19,575.00","6,561"
"Sep 15, 2022","20,130.00","20,345.00","19,450.00","19,730.00","19,730.00","7,042"
"Sep 14, 2022","20,110.00","20,500.00","19,585.00","19,925.00","19,925.00","7,625"
"Sep 13, 2022","22,390.00","22,875.00","20,050.00","20,240.00","20,240.00","15,358"
"Sep 12, 2022","21,500.00","22,530.00","21,500.00","22,455.00","22,455.00","8,764"
"Sep 9, 2022","19,010.00","21,485.00","19,010.00","21,345.00","21,345.00","16,199"
"Sep 8, 2022","19,170.00","19,400.00","18,905.00","19,260.00","19,260.00","7,811"
"Sep 7, 2022","18,780.00","19,365.00","18,360.00","18,925.00","18,925.00","6,749"
"Sep 6, 2022","19,745.00","20,080.00","18,480.00","18,635.00","18,635.00","15,290"
"Sep 2, 2022","19,975.00","20,390.00","19,555.00","19,775.00","19,775.00","9,765"
"Sep 1, 2022","20,130.00","20,145.00","19,310.00","19,695.00","19,695.00","7,103"
"Aug 31, 2022","19,745.00","20,400.00","19,585.00","20,065.00","20,065.00","7,256"
"Aug 30, 2022","19,985.00","20,630.00","19,345.00","19,770.00","19,770.00","7,230"
"Aug 29, 2022","19,890.00","20,315.00","19,345.00","19,965.00","19,965.00","7,992"
"Aug 26, 2022","21,425.00","21,865.00","21,035.00","21,417.89","21,417.89","13,737"
"Aug 25, 2022","21,610.00","21,810.00","21,290.00","21,565.00","21,565.00","7,808"
"Aug 24, 2022","21,480.00","21,900.00","21,125.00","21,710.00","21,710.00","9,887"
"Aug 23, 2022","21,055.00","21,660.00","20,790.00","21,490.00","21,490.00","8,565"
"Aug 22, 2022","21,420.00","21,595.00","20,805.00","20,965.00","20,965.00","7,314"
"Aug 19, 2022","23,330.00","23,370.00","21,035.00","21,230.00","21,230.00","11,296"
"Aug 18, 2022","23,260.00","23,590.00","23,210.00","23,335.00","23,335.00","3,984"
"Aug 17, 2022","23,960.00","24,465.00","23,145.00","23,230.00","23,230.00","8,565"
"Aug 16, 2022","24,060.00","24,265.00","23,640.00","23,945.00","23,945.00","5,100"
"Aug 15, 2022","24,360.00","25,270.00","23,890.00","24,000.00","24,000.00","7,443"
"Aug 12, 2022","24,225.00","24,315.00","23,600.00","24,240.00","24,240.00","4,938"
"Aug 11, 2022","24,000.00","24,980.00","23,840.00","24,245.00","24,245.00","9,242"
"Aug 10, 2022","23,200.00","24,240.00","22,630.00","23,655.00","23,655.00","9,528"
"Aug 9, 2022","23,880.00","23,965.00","22,850.00","23,060.00","23,060.00","8,218"
"Aug 8, 2022","23,310.00","24,355.00","23,085.00","23,985.00","23,985.00","7,581"
"Aug 5, 2022","22,505.00","23,555.00","22,475.00","22,960.00","22,960.00","8,818"
"Aug 4, 2022","23,370.00","23,370.00","22,405.00","22,455.00","22,455.00","7,914"
"Aug 3, 2022","23,175.00","23,705.00","22,730.00","23,540.00","23,540.00","6,020"
"Aug 2, 2022","23,050.00","23,510.00","22,685.00","23,000.00","23,000.00","5,487"
"Aug 1, 2022","23,655.00","23,685.00","22,895.00","23,030.00","23,030.00","5,781"
"Jul 29, 2022","23,950.00","24,490.00","23,460.00","24,082.45","24,082.45","7,464"
"Jul 28, 2022","22,785.00","24,230.00","22,620.00","23,805.00","23,805.00","11,797"
"Jul 27, 2022","21,015.00","23,120.00","21,000.00","22,780.00","22,780.00","13,017"
"Jul 26, 2022","22,045.00","22,045.00","20,715.00","20,915.00","20,915.00","11,713"
"Jul 25, 2022","22,830.00","23,035.00","21,580.00","21,885.00","21,885.00","10,395"
"Jul 22, 2022","23,210.00","23,800.00","22,540.00","22,615.00","22,615.00","6,639"
"Jul 21, 2022","23,595.00","23,685.00","22,365.00","23,230.00","23,230.00","7,350"
"Jul 20, 2022","23,650.00","24,300.00","22,930.00","23,695.00","23,695.00","10,139"
"Jul 19, 2022","21,660.00","23,725.00","21,575.00","23,460.00","23,460.00","11,774"
"Jul 18, 2022","21,080.00","22,785.00","20,750.00","21,620.00","21,620.00","10,033"
"Jul 15, 2022","20,440.00","21,215.00","20,360.00","21,190.00","21,190.00","6,272"
"Jul 14, 2022","19,890.00","20,885.00","19,585.00","20,625.00","20,625.00","10,781"
"Jul 13, 2022","19,290.00","20,090.00","18,830.00","19,615.00","19,615.00","12,021"
"Jul 12, 2022","20,190.00","20,190.00","19,215.00","19,315.00","19,315.00","7,721"
"Jul 11, 2022","21,045.00","21,045.00","20,215.00","20,455.00","20,455.00","7,657"
"Jul 8, 2022","21,670.00","22,550.00","21,160.00","21,765.00","21,765.00","9,678"
"Jul 7, 2022","20,360.00","21,890.00","20,245.00","21,855.00","21,855.00","8,758"
"Jul 6, 2022","20,310.00","20,450.00","19,730.00","20,275.00","20,275.00","5,808"
"Jul 5, 2022","19,270.00","20,740.00","18,985.00","20,390.00","20,390.00","15,041"
"Jul 1, 2022","18,700.00","20,790.00","18,630.00","19,315.00","19,315.00","10,646"
"Jun 30, 2022","20,240.00","20,295.00","18,525.00","18,760.00","18,760.00","10,284"
"Jun 29, 2022","20,290.00","20,405.00","19,775.00","20,185.00","20,185.00","6,703"
"Jun 28, 2022","20,765.00","21,195.00","20,125.00","20,175.00","20,175.00","5,868"
"Jun 27, 2022","21,360.00","21,530.00","20,420.00","20,800.00","20,800.00","5,894"
"Jun 24, 2022","20,740.00","21,535.00","20,740.00","21,206.90","21,206.90","7,037"
"Jun 23, 2022","19,945.00","21,090.00","19,875.00","20,900.00","20,900.00","10,083"
"Jun 22, 2022","20,920.00","20,920.00","19,760.00","20,105.00","20,105.00","13,382"
"Jun 21, 2022","20,390.00","21,715.00","19,600.00","20,860.00","20,860.00","18,029"
"Jun 17, 2022","20,645.00","21,315.00","20,145.00","20,470.00","20,470.00","8,720"
"Jun 16, 2022","22,165.00","22,945.00","20,435.00","20,790.00","20,790.00","9,773"
"Jun 15, 2022","21,460.00","22,385.00","20,025.00","21,625.00","21,625.00","19,873"
"Jun 14, 2022","23,010.00","23,290.00","20,775.00","22,125.00","22,125.00","16,480"
"Jun 13, 2022","27,355.00","27,365.00","22,490.00","23,110.00","23,110.00","18,646"
"Jun 10, 2022","30,085.00","31,025.00","28,740.00","28,920.00","28,920.00","8,031"
"Jun 9, 2022","30,320.00","30,665.00","29,880.00","29,945.00","29,945.00","4,174"
"Jun 8, 2022","31,460.00","31,580.00","29,775.00","30,080.00","30,080.00","7,937"
"Jun 7, 2022","31,500.00","31,575.00","29,130.00","31,045.00","31,045.00","11,270"
"Jun 6, 2022","29,900.00","31,805.00","29,820.00","31,490.00","31,490.00","9,293"
"Jun 3, 2022","30,355.00","30,725.00","29,165.00","29,535.00","29,535.00","6,335"
"Jun 2, 2022","29,535.00","30,435.00","29,480.00","30,290.00","30,290.00","6,669"
"Jun 1, 2022","31,700.00","32,020.00","29,265.00","30,035.00","30,035.00","7,625"
"May 31, 2022","29,170.00","32,455.00","29,110.00","31,650.00","31,650.00","14,873"
"May 27, 2022","29,550.00","29,605.00","28,630.00","29,042.23","29,042.23","8,360"
"May 26, 2022","29,750.00","29,895.00","27,995.00","29,315.00","29,315.00","12,168"
"May 25, 2022","29,585.00","30,225.00","29,300.00","29,535.00","29,535.00","9,662"
"May 24, 2022","29,235.00","29,580.00","28,570.00","29,305.00","29,305.00","11,237"
"May 23, 2022","30,010.00","30,680.00","28,960.00","29,015.00","29,015.00","11,285"
"May 20, 2022","30,235.00","30,715.00","28,635.00","29,260.00","29,260.00","9,098"
"May 19, 2022","29,025.00","30,510.00","28,555.00","29,945.00","29,945.00","8,809"
"May 18, 2022","30,560.00","30,650.00","28,650.00","29,185.00","29,185.00","7,228"
"May 17, 2022","30,130.00","30,745.00","29,420.00","30,000.00","30,000.00","7,459"
"May 16, 2022","31,000.00","31,400.00","29,020.00","29,505.00","29,505.00","6,177"
"May 13, 2022","28,255.00","31,000.00","28,230.00","30,035.00","30,035.00","6,899"
"May 12, 2022","28,860.00","30,100.00","25,350.00","28,585.00","28,585.00","15,142"
"May 11, 2022","30,195.00","32,140.00","28,105.00","29,195.00","29,195.00","19,281"
"May 10, 2022","30,960.00","32,615.00","29,700.00","31,280.00","31,280.00","7,243"
"May 9, 2022","34,455.00","34,455.00","30,300.00","30,930.00","30,930.00","12,896"
"May 6, 2022","36,405.00","36,595.00","35,180.00","35,925.00","35,925.00","5,712"
"May 5, 2022","39,795.00","39,860.00","35,520.00","36,270.00","36,270.00","10,002"
"May 4, 2022","37,725.00","40,100.00","37,535.00","39,900.00","39,900.00","8,011"
"May 3, 2022","38,685.00","38,810.00","37,420.00","37,635.00","37,635.00","4,864"
"May 2, 2022","38,350.00","39,180.00","38,005.00","38,540.00","38,540.00","4,364"
"Apr 29, 2022","39,785.00","39,840.00","38,595.00","38,997.34","38,997.34","4,974"
"Apr 28, 2022","39,220.00","40,440.00","38,900.00","39,920.00","39,920.00","8,547"
"Apr 27, 2022","38,210.00","39,475.00","37,665.00","38,900.00","38,900.00","6,779"
"Apr 26, 2022","40,210.00","40,765.00","37,665.00","38,220.00","38,220.00","10,107"
"Apr 25, 2022","39,595.00","40,400.00","38,190.00","40,210.00","40,210.00","7,333"
"Apr 22, 2022","40,650.00","40,815.00","39,165.00","39,455.00","39,455.00","4,525"
"Apr 21, 2022","41,550.00","43,010.00","40,610.00","41,245.00","41,245.00","5,772"
"Apr 20, 2022","41,335.00","42,295.00","40,895.00","41,235.00","41,235.00","3,726"
"Apr 19, 2022","40,825.00","41,820.00","40,585.00","41,520.00","41,520.00","3,695"
"Apr 18, 2022","40,150.00","41,125.00","38,535.00","40,700.00","40,700.00","5,796"
"Apr 14, 2022","41,240.00","41,540.00","39,565.00","39,825.00","39,825.00","3,012"
"Apr 13, 2022","39,650.00","41,590.00","39,560.00","41,120.00","41,120.00","5,018"
"Apr 12, 2022","39,410.00","40,805.00","39,190.00","39,290.00","39,290.00","5,562"
"Apr 11, 2022","42,710.00","42,805.00","39,460.00","39,955.00","39,955.00","5,945"
"Apr 8, 2022","43,565.00","44,090.00","42,445.00","42,715.00","42,715.00","5,079"
"Apr 7, 2022","43,880.00","43,885.00","42,720.00","43,380.00","43,380.00","4,605"
"Apr 6, 2022","45,995.00","46,060.00","43,130.00","43,775.00","43,775.00","7,113"
"Apr 5, 2022","46,600.00","47,445.00","45,550.00","46,140.00","46,140.00","7,492"
"Apr 4, 2022","47,225.00","47,610.00","45,205.00","46,085.00","46,085.00","5,287"
"Apr 1, 2022","45,865.00","46,910.00","44,345.00","46,550.00","46,550.00","5,689"
"Mar 31, 2022","47,220.00","47,875.00","45,620.00","45,735.00","45,735.00","5,480"
"Mar 30, 2022","47,430.00","48,000.00","46,715.00","47,240.00","47,240.00","4,074"
"Mar 29, 2022","47,970.00","48,390.00","47,235.00","47,930.00","47,930.00","4,677"
"Mar 28, 2022","46,740.00","48,475.00","46,550.00","48,190.00","48,190.00","6,528"
"Mar 25, 2022","43,975.00","45,170.00","43,625.00","44,504.00","44,504.00","5,774"
"Mar 24, 2022","42,430.00","44,340.00","42,345.00","43,965.00","43,965.00","11,117"
"Mar 23, 2022","42,880.00","42,985.00","41,815.00","42,250.00","42,250.00","8,001"
"Mar 22, 2022","41,335.00","43,490.00","40,885.00","42,390.00","42,390.00","10,059"
"Mar 21, 2022","41,445.00","41,595.00","40,555.00","41,220.00","41,220.00","5,712"
"Mar 18, 2022","41,050.00","42,360.00","40,180.00","42,095.00","42,095.00","5,113"
"Mar 17, 2022","41,200.00","41,520.00","40,570.00","40,885.00","40,885.00","2,547"
"Mar 16, 2022","39,725.00","41,765.00","38,810.00","40,920.00","40,920.00","8,470"
"Mar 15, 2022","38,725.00","39,935.00","38,085.00","39,760.00","39,760.00","4,604"
"Mar 14, 2022","38,725.00","39,340.00","37,495.00","38,830.00","38,830.00","4,213"
"Mar 11, 2022","39,530.00","40,260.00","38,240.00","38,325.00","38,325.00","5,471"
"Mar 10, 2022","42,055.00","42,245.00","38,555.00","39,630.00","39,630.00","5,922"
"Mar 9, 2022","38,540.00","42,715.00","38,540.00","41,920.00","41,920.00","7,469"
"Mar 8, 2022","38,110.00","39,410.00","37,895.00","38,505.00","38,505.00","5,230"
"Mar 7, 2022","39,060.00","39,540.00","37,180.00","37,540.00","37,540.00","5,831"
"Mar 4, 2022","42,495.00","42,640.00","39,090.00","39,545.00","39,545.00","5,656"
"Mar 3, 2022","44,205.00","44,325.00","41,870.00","42,080.00","42,080.00","6,109"
"Mar 2, 2022","44,205.00","45,455.00","43,420.00","43,925.00","43,925.00","6,395"
"Mar 1, 2022","43,100.00","45,110.00","42,930.00","44,240.00","44,240.00","8,747"
"Feb 28, 2022","37,860.00","42,055.00","37,205.00","42,000.00","42,000.00","9,471"
"Feb 25, 2022","38,110.00","39,645.00","37,900.00","39,202.09","39,202.09","6,107"
"Feb 24, 2022","37,670.00","39,740.00","34,295.00","38,360.00","38,360.00","14,197"
"Feb 23, 2022","37,890.00","39,235.00","37,365.00","37,660.00","37,660.00","9,503"
"Feb 22, 2022","38,860.00","39,460.00","36,340.00","37,915.00","37,915.00","12,994"
"Feb 18, 2022","40,675.00","41,000.00","39,485.00","39,945.00","39,945.00","7,267"
"Feb 17, 2022","44,075.00","44,275.00","40,090.00","40,900.00","40,900.00","6,682"
"Feb 16, 2022","44,210.00","44,860.00","43,350.00","44,175.00","44,175.00","3,894"
"Feb 15, 2022","42,665.00","44,620.00","42,495.00","44,215.00","44,215.00","4,089"
"Feb 14, 2022","42,470.00","42,930.00","41,560.00","42,205.00","42,205.00","5,402"
"Feb 11, 2022","43,950.00","44,145.00","42,075.00","42,390.00","42,390.00","6,220"
"Feb 10, 2022","44,640.00","45,905.00","43,270.00","44,180.00","44,180.00","8,449"
"Feb 9, 2022","44,235.00","44,900.00","43,210.00","44,855.00","44,855.00","4,103"
"Feb 8, 2022","44,110.00","45,605.00","42,780.00","44,340.00","44,340.00","5,873"
"Feb 7, 2022","41,420.00","44,615.00","41,420.00","44,235.00","44,235.00","7,457"
"Feb 4, 2022","36,930.00","40,935.00","36,895.00","40,640.00","40,640.00","9,595"
"Feb 3, 2022","36,970.00","37,100.00","36,235.00","36,265.00","36,265.00","4,222"
"Feb 2, 2022","38,685.00","38,900.00","36,515.00","37,535.00","37,535.00","4,396"
"Feb 1, 2022","38,450.00","39,275.00","38,055.00","38,585.00","38,585.00","4,095"
"Jan 31, 2022","37,845.00","38,790.00","36,620.00","38,485.00","38,485.00","4,094"
"Jan 28, 2022","36,535.00","37,415.00","36,215.00","37,075.89","37,075.89","5,566"
"Jan 27, 2022","36,555.00","37,210.00","35,485.00","35,565.00","35,565.00","8,331"
"Jan 26, 2022","36,765.00","38,895.00","36,330.00","37,060.00","37,060.00","10,251"
"Jan 25, 2022","36,490.00","37,550.00","35,725.00","36,855.00","36,855.00","8,969"
"Jan 24, 2022","35,555.00","37,600.00","32,855.00","37,220.00","37,220.00","16,299"
"Jan 21, 2022","41,125.00","41,135.00","36,150.00","38,180.00","38,180.00","11,781"
"Jan 20, 2022","41,940.00","43,545.00","41,260.00","42,675.00","42,675.00","7,229"
"Jan 19, 2022","42,430.00","42,615.00","41,080.00","41,575.00","41,575.00","6,542"
"Jan 18, 2022","43,270.00","43,315.00","41,175.00","41,665.00","41,665.00","6,821"
"Jan 14, 2022","42,620.00","43,445.00","41,680.00","43,120.00","43,120.00","4,202"
"Jan 13, 2022","43,880.00","44,450.00","42,280.00","42,675.00","42,675.00","4,068"
"Jan 12, 2022","42,695.00","44,310.00","42,455.00","43,825.00","43,825.00","4,068"
"Jan 11, 2022","41,595.00","43,155.00","41,220.00","42,805.00","42,805.00","6,191"
"Jan 10, 2022","42,205.00","42,245.00","39,470.00","41,745.00","41,745.00","8,665"
"Jan 7, 2022","43,170.00","43,240.00","40,470.00","41,870.00","41,870.00","9,276"
"Jan 6, 2022","43,405.00","43,720.00","42,375.00","43,215.00","43,215.00","5,222"
"Jan 5, 2022","46,100.00","47,100.00","43,290.00","43,830.00","43,830.00","8,922"
"Jan 4, 2022","46,205.00","47,650.00","45,485.00","46,305.00","46,305.00","5,049"
