Date,Open,High,Low ,Close,Adj. Close,Volume
"Nov 13, 2024","89,320.00","94,065.00","86,925.00","90,255.00","90,255.00","20,471"
"Nov 12, 2024","88,735.00","90,725.00","85,890.00","90,090.00","90,090.00","21,811"
"Nov 11, 2024","81,210.00","89,140.00","80,670.00","87,735.00","87,735.00","22,345"
"Nov 8, 2024","76,510.00","77,930.00","76,225.00","77,360.00","77,360.00","10,585"
"Nov 7, 2024","76,395.00","77,535.00","75,070.00","77,180.00","77,180.00","11,723"
"Nov 6, 2024","70,000.00","77,140.00","69,645.00","76,875.00","76,875.00","29,081"
"Nov 5, 2024","68,250.00","70,980.00","67,740.00","69,860.00","69,860.00","8,871"
"Nov 4, 2024","69,000.00","69,785.00","67,140.00","67,680.00","67,680.00","10,301"
"Nov 1, 2024","70,885.00","72,190.00","69,230.00","69,730.00","69,730.00","11,898"
"Oct 31, 2024","73,290.00","73,600.00","70,080.00","70,465.00","70,465.00","11,205"
"Oct 30, 2024","73,170.00","73,775.00","72,135.00","72,535.00","72,535.00","7,999"
"Oct 29, 2024","70,500.00","74,485.00","70,460.00","73,340.00","73,340.00","13,100"
"Oct 28, 2024","68,185.00","70,600.00","68,070.00","70,300.00","70,300.00","8,448"
"Oct 25, 2024","68,500.00","68,685.00","67,315.00","68,430.51","68,430.51","10,944"
"Oct 24, 2024","66,430.00","68,345.00","66,330.00","68,215.00","68,215.00","6,809"
"Oct 23, 2024","67,610.00","67,870.00","65,210.00","66,360.00","66,360.00","12,272"
"Oct 22, 2024","67,780.00","67,860.00","66,565.00","67,490.00","67,490.00","10,746"
"Oct 21, 2024","69,295.00","69,635.00","66,855.00","67,790.00","67,790.00","14,146"
"Oct 18, 2024","67,245.00","69,255.00","67,245.00","68,785.00","68,785.00","12,552"
"Oct 17, 2024","67,810.00","68,150.00","66,765.00","66,905.00","66,905.00","7,484"
"Oct 16, 2024","66,670.00","68,695.00","66,665.00","67,925.00","67,925.00","8,332"
"Oct 15, 2024","65,950.00","68,225.00","65,005.00","67,220.00","67,220.00","15,057"
"Oct 14, 2024","63,150.00","66,580.00","62,645.00","66,145.00","66,145.00","13,384"
"Oct 11, 2024","60,220.00","63,675.00","59,990.00","63,305.00","63,305.00","12,263"
"Oct 10, 2024","60,920.00","61,450.00","58,945.00","59,795.00","59,795.00","8,549"
"Oct 9, 2024","62,545.00","62,720.00","60,440.00","61,115.00","61,115.00","6,181"
"Oct 8, 2024","63,600.00","63,600.00","61,995.00","62,400.00","62,400.00","6,539"
"Oct 7, 2024","62,675.00","64,770.00","62,615.00","63,560.00","63,560.00","8,352"
"Oct 4, 2024","61,125.00","63,085.00","60,635.00","62,715.00","62,715.00","7,563"
"Oct 3, 2024","61,000.00","61,685.00","60,070.00","61,295.00","61,295.00","6,977"
"Oct 2, 2024","61,360.00","62,665.00","60,265.00","60,430.00","60,430.00","9,309"
"Oct 1, 2024","64,040.00","64,430.00","60,450.00","61,965.00","61,965.00","13,503"
"Sep 30, 2024","66,285.00","66,400.00","63,340.00","63,745.00","63,745.00","12,426"
"Sep 27, 2024","65,185.00","66,240.00","64,860.00","66,196.91","66,196.91","10,156"
"Sep 26, 2024","63,440.00","65,920.00","62,670.00","64,735.00","64,735.00","11,420"
"Sep 25, 2024","64,205.00","64,975.00","63,005.00","63,200.00","63,200.00","10,119"
"Sep 24, 2024","63,360.00","64,720.00","62,745.00","64,460.00","64,460.00","12,625"
"Sep 23, 2024","62,935.00","64,835.00","62,430.00","63,360.00","63,360.00","10,084"
"Sep 20, 2024","63,000.00","64,200.00","62,430.00","62,935.00","62,935.00","10,825"
"Sep 19, 2024","60,420.00","64,045.00","60,345.00","63,415.00","63,415.00","11,001"
"Sep 18, 2024","60,395.00","61,495.00","59,270.00","60,140.00","60,140.00","10,263"
"Sep 17, 2024","58,020.00","61,560.00","57,665.00","60,105.00","60,105.00","14,607"
"Sep 16, 2024","59,920.00","59,920.00","57,550.00","57,985.00","57,985.00","9,573"
"Sep 13, 2024","58,180.00","60,245.00","57,810.00","59,935.00","59,935.00","9,727"
"Sep 12, 2024","57,545.00","58,755.00","57,415.00","58,580.00","58,580.00","7,146"
"Sep 11, 2024","57,765.00","58,210.00","55,645.00","57,860.00","57,860.00","12,196"
"Sep 10, 2024","57,500.00","58,265.00","56,610.00","58,195.00","58,195.00","6,715"
"Sep 9, 2024","54,565.00","57,480.00","54,545.00","57,410.00","57,410.00","14,268"
