"Date","Open","High","Low","Close","Adj..Close","Volume","Daily_Return","Log_Return","Rolling_Vol","SMA_20","SMA_50","Signal","Buy_Signal","Sell_Signal"
2022-02-16,44210,44860,43350,44175,"44,175.00",3894,-0.0904670360737306,-0.0905079821938303,76.1299735171527,40336.7945,NA,NA,NA,NA
2022-02-17,44075,44275,40090,40900,"40,900.00",6682,-7.41369552914544,-7.70289551570041,80.0006283717277,40248.0445,NA,NA,NA,NA
2022-02-18,40675,41000,39485,39945,"39,945.00",7267,-2.33496332518337,-2.36265551147508,71.2100738416152,40336.2945,NA,NA,NA,NA
2022-02-22,38860,39460,36340,37915,"37,915.00",12994,-5.08198773313306,-5.21566957811063,72.9152220734947,40371.0445,NA,NA,NA,NA
2022-02-23,37890,39235,37365,37660,"37,660.00",9503,-0.672557035474087,-0.674828892389249,72.8711998682318,40411.2945,NA,NA,NA,NA
2022-02-24,37670,39740,34295,38360,"38,360.00",14197,1.85873605947955,1.84167267862311,73.1426354158914,40476.2945,NA,NA,NA,NA
2022-02-25,38110,39645,37900,39202.09,"39,202.09",6107,2.19522940563086,2.17148116864451,72.1493122954715,40658.149,NA,NA,NA,NA
2022-02-28,37860,42055,37205,42000,"42,000.00",9471,7.13714498385164,6.89395565816857,74.9663427835764,40904.3545,NA,NA,NA,NA
2022-03-01,43100,45110,42930,44240,"44,240.00",8747,5.33333333333333,5.1959738930711,76.1337647016512,41192.1045,NA,NA,NA,NA
2022-03-02,44205,45455,43420,43925,"43,925.00",6395,-0.712025316455696,-0.714572314091851,76.170121140048,41459.1045,NA,NA,NA,NA
2022-03-03,44205,44325,41870,42080,"42,080.00",6109,-4.20034149117814,-4.29110656437065,77.0122129852111,41686.3545,NA,NA,NA,NA
2022-03-04,42495,42640,39090,39545,"39,545.00",5656,-6.02423954372624,-6.21333044580739,79.0183960656801,41850.3545,NA,NA,NA,NA
2022-03-07,39060,39540,37180,37540,"37,540.00",5831,-5.07017322038184,-5.20322328130178,68.8041686720963,41695.3545,NA,NA,NA,NA
2022-03-08,38110,39410,37895,38505,"38,505.00",5230,2.57059136920618,2.53810718328507,61.8975762659249,41408.8545,NA,NA,NA,NA
2022-03-09,38540,42715,38540,41920,"41,920.00",7469,8.86897805479808,8.49749370215732,69.4384658452363,41287.8545,NA,NA,NA,NA
2022-03-10,42055,42245,38555,39630,"39,630.00",5922,-5.46278625954198,-5.61766328104431,71.9771653243952,41026.6045,NA,NA,NA,NA
2022-03-11,39530,40260,38240,38325,"38,325.00",5471,-3.29295987887964,-3.34839824444659,72.7241906747776,40733.8545,NA,NA,NA,NA
2022-03-14,38725,39340,37495,38830,"38,830.00",4213,1.31767775603392,1.30907189856982,71.4412305383704,40555.8545,NA,NA,NA,NA
2022-03-15,38725,39935,38085,39760,"39,760.00",4604,2.39505536955962,2.36682380447973,71.9286230278172,40433.6045,NA,NA,NA,NA
2022-03-16,39725,41765,38810,40920,"40,920.00",8470,2.91750503018109,2.87575592950525,70.6766860622491,40268.8545,40811.3596,"Buy",19067,NA
2022-03-17,41200,41520,40570,40885,"40,885.00",2547,-0.0855327468230694,-0.0855693469485148,70.6766086514864,40104.3545,40702.9596,"Buy",19068,NA
2022-03-18,41050,42360,40180,42095,"42,095.00",5113,2.95952060657943,2.91657211756867,66.4304983334558,40164.1045,40668.2596,"Buy",19069,NA
2022-03-21,41445,41595,40555,41220,"41,220.00",5712,-2.0786316664687,-2.10053933273143,66.3231194445417,40227.8545,40628.3596,"Buy",19072,NA
2022-03-22,41335,43490,40885,42390,"42,390.00",10059,2.83842794759825,2.79889099022328,64.613118667336,40451.6045,40638.7596,"Buy",19073,NA
2022-03-23,42880,42985,41815,42250,"42,250.00",8001,-0.330266572304789,-0.330813156136296,64.5796412676529,40681.1045,40648.8596,"Buy",19074,NA
2022-03-24,42430,44340,42345,43965,"43,965.00",11117,4.05917159763314,3.97895090277826,65.8377319072698,40961.3545,40672.0596,"Buy",19075,NA
2022-03-25,43975,45170,43625,44504,"44,504.00",5774,1.22597520755146,1.21852099420266,65.5196545269238,41226.45,40685.6396,"Buy",19076,NA
2022-03-28,46740,48475,46550,48190,"48,190.00",6528,8.28240158188028,7.95724578792492,67.196225943943,41535.95,40795.9396,"Buy",19079,NA
2022-03-29,47970,48390,47235,47930,"47,930.00",4677,-0.539531023033824,-0.540991748070145,64.5027174779646,41720.45,40892.1396,"Buy",19080,NA
2022-03-30,47430,48000,46715,47240,"47,240.00",4074,-1.43959941581473,-1.45006218423784,64.6554362681054,41886.2,41003.6396,"Buy",19081,NA
2022-03-31,47220,47875,45620,45735,"45,735.00",5480,-3.18585944115157,-3.23771222208337,63.9211351502454,42068.95,41086.8396,"Buy",19082,NA
2022-04-01,45865,46910,44345,46550,"46,550.00",5689,1.78200502897125,1.76631346147484,60.5693893391604,42419.2,41164.3396,"Buy",19083,NA
2022-04-04,47225,47610,45205,46085,"46,085.00",5287,-0.998925886143931,-1.00394862774485,57.9423851776881,42846.45,41322.4396,"Buy",19086,NA
2022-04-05,46600,47445,45550,46140,"46,140.00",7492,0.119344689161332,0.119273529998,57.2209701070223,43228.2,41500.8396,"Buy",19087,NA
2022-04-06,45995,46060,43130,43775,"43,775.00",7113,-5.12570437798006,-5.2617374573692,51.1290206025556,43320.95,41639.2396,"Buy",19088,NA
2022-04-07,43880,43885,42720,43380,"43,380.00",4605,-0.902341519131925,-0.90643727731872,47.4175737219112,43508.45,41765.6396,"Buy",19089,NA
2022-04-08,43565,44090,42445,42715,"42,715.00",5079,-1.53296449976948,-1.54483587951463,46.2753377041463,43727.95,41908.6396,"Buy",19090,NA
2022-04-11,42710,42805,39460,39955,"39,955.00",5945,-6.4614304108627,-6.67963257771558,51.4352103527562,43784.2,41966.2218,"Sell",NA,19093
2022-04-12,39410,40805,39190,39290,"39,290.00",5562,-1.66437241897134,-1.67837872560577,51.0706110707231,43760.7,41982.3218,"Sell",NA,19094
2022-04-13,39650,41590,39560,41120,"41,120.00",5018,4.65767370832273,4.55245875765413,52.6716397472599,43770.7,42033.0218,"Sell",NA,19095
2022-04-14,41240,41540,39565,39825,"39,825.00",3012,-3.14931906614786,-3.19997653507974,53.8440238769205,43717.7,42078.8218,"Sell",NA,19096
2022-04-18,40150,41125,38535,40700,"40,700.00",5796,2.19711236660389,2.17332366524371,53.3820430289568,43647.95,42167.5218,"Sell",NA,19100
2022-04-19,40825,41820,40585,41520,"41,520.00",3695,2.01474201474201,1.99471464090838,53.3511697415109,43662.95,42185.1218,"Sell",NA,19101
2022-04-20,41335,42295,40895,41235,"41,235.00",3726,-0.686416184971098,-0.688782857231444,52.4477829536205,43605.2,42125.1218,"Sell",NA,19102
2022-04-21,41550,43010,40610,41245,"41,245.00",5772,0.0242512428761974,0.0242483027376262,52.4347498266796,43554.95,42063.2218,"Sell",NA,19103
2022-04-22,40650,40815,39165,39455,"39,455.00",4525,-4.33991999030185,-4.43691113396967,52.7173044248534,43329.45,41955.2218,"Sell",NA,19104
2022-04-25,39595,40400,38190,40210,"40,210.00",7333,1.91357242428083,1.89549389361844,52.9746577422825,43114.75,41875.8218,"Sell",NA,19107
2022-04-26,40210,40765,37665,38220,"38,220.00",10107,-4.94901765729918,-5.07567820970557,47.4403448606977,42616.25,41792.4218,"Sell",NA,19108
2022-04-27,38210,39475,37665,38900,"38,900.00",6779,1.77917320774464,1.76353118122736,47.8205322177515,42164.75,41726.3218,"Sell",NA,19109
2022-04-28,39220,40440,38900,39920,"39,920.00",8547,2.62210796915167,2.58832008188627,48.4491604520639,41798.75,41640.4218,"Sell",NA,19110
2022-04-29,39785,39840,38595,38997.34,"38,997.34",4974,-2.31127254509019,-2.33840127678976,47.8199109319135,41461.867,41536.8686,"Sell",NA,19111
2022-05-02,38350,39180,38005,38540,"38,540.00",4364,-1.17274665400255,-1.17967756891453,47.5821528590836,41061.367,41489.6686,"Sell",NA,19114
2022-05-03,38685,38810,37420,37635,"37,635.00",4864,-2.34820965230929,-2.3762194499725,48.1764033509621,40638.867,41443.4686,"Sell",NA,19115
2022-05-04,37725,40100,37535,39900,"39,900.00",8011,6.01833399760861,5.84418554093224,52.6987923185062,40326.867,41483.1686,"Sell",NA,19116
2022-05-05,39795,39860,35520,36270,"36,270.00",10002,-9.09774436090226,-9.53853706010068,59.0678733417007,39951.617,41455.3686,"Sell",NA,19117
2022-05-06,36405,36595,35180,35925,"35,925.00",5712,-0.951199338296112,-0.955752132972241,59.077531402877,39578.867,41406.6686,"Sell",NA,19118
2022-05-09,34455,34455,30300,30930,"30,930.00",12896,-13.9039665970772,-14.970684526811,76.7878934764069,38989.617,41241.2268,"Sell",NA,19121
2022-05-10,30960,32615,29700,31280,"31,280.00",7243,1.13158745554478,1.12523289801321,73.3925317416873,38555.867,41026.8268,"Sell",NA,19122
2022-05-11,30195,32140,28105,29195,"29,195.00",19281,-6.6656010230179,-6.89814539416093,76.8855057453113,38051.117,40725.9268,"Sell",NA,19123
2022-05-12,28860,30100,25350,28585,"28,585.00",15142,-2.08939886966946,-2.11153570195664,75.452262728369,37424.367,40419.1268,"Sell",NA,19124
2022-05-13,28255,31000,28230,30035,"30,035.00",6899,5.07259051950324,4.94812635861902,76.7612356414846,36934.867,40178.2268,"Sell",NA,19125
2022-05-16,31000,31400,29020,29505,"29,505.00",6177,-1.76460795738305,-1.78036277929927,76.6204782170139,36375.117,39977.4268,"Sell",NA,19128
2022-05-17,30130,30745,29420,30000,"30,000.00",7459,1.67768174885613,1.66376411530232,76.5180770052171,35799.117,39826.6268,"Sell",NA,19129
2022-05-18,30560,30650,28650,29185,"29,185.00",7228,-2.71666666666667,-2.7542503006401,77.084829260504,35196.617,39640.2268,"Sell",NA,19130
2022-05-19,29025,30510,28555,29945,"29,945.00",8809,2.60407743703957,2.57074870606713,77.6370198740914,34631.617,39400.7268,"Sell",NA,19131
2022-05-20,30235,30715,28635,29260,"29,260.00",9098,-2.28752713307731,-2.31409701244474,76.5252904482929,34121.867,39193.3268,"Sell",NA,19132
2022-05-23,30010,30680,28960,29015,"29,015.00",11285,-0.83732057416268,-0.840845794940666,76.2811630865676,33562.117,39007.1268,"Sell",NA,19135
2022-05-24,29235,29580,28570,29305,"29,305.00",11237,0.999483026021024,0.994521228582091,74.3155020351225,33116.367,38816.6268,"Sell",NA,19136
2022-05-25,29585,30225,29300,29535,"29,535.00",9662,0.784849001876813,0.781785083080596,74.0990588938546,32648.117,38612.1268,"Sell",NA,19137
2022-05-26,29750,29895,27995,29315,"29,315.00",12168,-0.74487895716946,-0.747667034302014,73.5597097543054,32117.867,38380.0268,"Sell",NA,19138
2022-05-27,29550,29605,28630,29042.23,"29,042.23",8360,-0.930479276820742,-0.934835277422402,73.1753436381726,31620.1115,38143.1714,"Sell",NA,19139
2022-05-31,29170,32455,29110,31650,"31,650.00",14873,8.97923472130067,8.59871709482308,79.7069480474127,31275.6115,37934.2714,"Sell",NA,19143
2022-06-01,31700,32020,29265,30035,"30,035.00",7625,-5.10268562401264,-5.23747802880604,81.3129220869132,30895.6115,37710.5714,"Sell",NA,19144
2022-06-02,29535,30435,29480,30290,"30,290.00",6669,0.849009488929582,0.845425673702122,78.5143124416305,30415.1115,37468.5714,"Sell",NA,19145
2022-06-03,30355,30725,29165,29535,"29,535.00",6335,-2.49257180587653,-2.52416242799474,72.1102709483615,30078.3615,37214.2714,"Sell",NA,19146
2022-06-06,29900,31805,29820,31490,"31,490.00",9293,6.61926527848316,6.40940343537347,75.7664557939901,29856.6115,36964.7714,"Sell",NA,19149
2022-06-07,31500,31575,29130,31045,"31,045.00",11270,-1.41314703080343,-1.42322702960772,57.7051315811498,29862.3615,36695.5914,"Sell",NA,19150
2022-06-08,31460,31580,29775,30080,"30,080.00",7937,-3.10839104525689,-3.15772657352171,58.6130568242134,29802.3615,36333.3914,"Sell",NA,19151
2022-06-09,30320,30665,29880,29945,"29,945.00",4174,-0.448803191489362,-0.44981333652134,53.6489272058823,29839.8615,35973.6914,"Sell",NA,19152
2022-06-10,30085,31025,28740,28920,"28,920.00",8031,-3.42294206044415,-3.48289684258618,54.5053143621848,29856.6115,35607.2914,"Sell",NA,19153
2022-06-13,27355,27365,22490,23110,"23,110.00",18646,-20.0899031811895,-22.4267973004275,87.9319597068287,29510.3615,35154.7914,"Sell",NA,19156
2022-06-14,23010,23290,20775,22125,"22,125.00",16480,-4.2622241453916,-4.35572333922961,89.0038972573916,29141.3615,34666.2914,"Sell",NA,19157
2022-06-15,21460,22385,20025,21625,"21,625.00",19873,-2.25988700564972,-2.28581380760502,89.1660186936445,28722.6115,34177.0914,"Sell",NA,19158
2022-06-16,22165,22945,20435,20790,"20,790.00",9773,-3.86127167630058,-3.93779509480215,89.6964105666926,28302.8615,33670.0914,"Sell",NA,19159
2022-06-17,20645,21315,20145,20470,"20,470.00",8720,-1.53920153920154,-1.55117021967234,89.3859826077835,27829.1115,33203.9914,"Sell",NA,19160
2022-06-21,20390,21715,19600,20860,"20,860.00",18029,1.90522716170005,1.88730498994283,89.2729380870162,27409.1115,32753.5914,"Sell",NA,19164
2022-06-22,20920,20920,19760,20105,"20,105.00",13382,-3.61936720997124,-3.6864909223389,90.1436701145601,26963.6115,32301.3914,"Sell",NA,19165
2022-06-23,19945,21090,19875,20900,"20,900.00",10083,3.95424023874658,3.87806186215279,91.1608912089362,26543.3615,31920.2914,"Sell",NA,19166
2022-06-24,20740,21535,20740,21206.9,"21,206.90",7037,1.46842105263159,1.45774414508914,91.267275179286,26126.9565,31558.6294,"Sell",NA,19167
2022-06-27,21360,21530,20420,20800,"20,800.00",5894,-1.91871513516828,-1.93736137143845,91.482845221528,25701.2065,31152.2294,"Sell",NA,19170
2022-06-28,20765,21195,20125,20175,"20,175.00",5868,-3.00480769230769,-3.05087725512597,92.0432819241788,25257.845,30759.2294,"Sell",NA,19171
2022-06-29,20290,20405,19775,20185,"20,185.00",6703,0.0495662949194548,0.049554014889166,86.3487164664585,24684.595,30348.9294,"Sell",NA,19172
2022-06-30,20240,20295,18525,18760,"18,760.00",10284,-7.05969779539262,-7.32128107268255,88.0681848538557,24120.845,29893.7294,"Sell",NA,19173
2022-07-01,18700,20790,18630,19315,"19,315.00",10646,2.95842217484009,2.9155052540166,88.640856189862,23572.095,29455.3294,"Sell",NA,19174
2022-07-05,19270,20740,18985,20390,"20,390.00",15041,5.56562257312969,5.41625884681192,90.383727602662,23114.845,29038.2294,"Sell",NA,19178
2022-07-06,20310,20450,19730,20275,"20,275.00",5808,-0.564001961745954,-0.565598458488717,87.2992633142732,22554.095,28654.6294,"Sell",NA,19179
2022-07-07,20360,21890,20245,21855,"21,855.00",8758,7.79284833538841,7.50411283138012,91.4394788008757,22094.595,28287.5294,"Sell",NA,19180
2022-07-08,21670,22550,21160,21765,"21,765.00",9678,-0.411805078929307,-0.412655331101698,90.7831076736694,21678.845,27958.4294,"Sell",NA,19181
2022-07-11,21045,21045,20215,20455,"20,455.00",7657,-6.0188375832759,-6.2075823622899,93.2495973525276,21204.345,27589.5294,"Sell",NA,19184
2022-07-12,20190,20190,19215,19315,"19,315.00",7721,-5.57320948423368,-5.73453552631173,94.5474667277979,20724.095,27177.4294,"Sell",NA,19185
2022-07-13,19290,20090,18830,19615,"19,615.00",12021,1.55319699715247,1.54125835432712,62.3234059104783,20549.345,26789.7826,"Sell",NA,19186
2022-07-14,19890,20885,19585,20625,"20,625.00",10781,5.14912057099159,5.02093525592289,63.1615208251374,20474.345,26431.4826,"Sell",NA,19187
2022-07-15,20440,21215,20360,21190,"21,190.00",6272,2.73939393939394,2.70254400594629,63.4001759097954,20452.595,26102.5826,"Sell",NA,19188
2022-07-18,21080,22785,20750,21620,"21,620.00",10033,2.02925908447381,2.00894399308544,62.3186093487479,20494.095,25736.9826,"Sell",NA,19191
2022-07-19,21660,23725,21575,23460,"23,460.00",11774,8.51063829787234,8.16780310142671,69.0390327219637,20643.595,25480.7826,"Sell",NA,19192
2022-07-20,23650,24300,22930,23695,"23,695.00",10139,1.00170502983802,0.996721219422229,68.7989420106976,20785.345,25236.1826,"Sell",NA,19193
2022-07-21,23595,23685,22365,23230,"23,230.00",7350,-1.96243933319266,-1.98195086372338,67.9467543073471,20941.595,25082.1826,"Sell",NA,19194
2022-07-22,23210,23800,22540,22615,"22,615.00",6639,-2.64743865690917,-2.68311438525113,67.1420893118863,21027.345,24908.8826,"Sell",NA,19195
2022-07-25,22830,23035,21580,21885,"21,885.00",10395,-3.22794605350431,-3.28119322869479,67.9130229514597,21061.25,24762.6826,"Sell",NA,19198
2022-07-26,22045,22045,20715,20915,"20,915.00",11713,-4.43225953849669,-4.53348657486969,69.3780818607257,21067,24609.2826,"Sell",NA,19199
2022-07-27,21015,23120,21000,22780,"22,780.00",13017,8.9170451828831,8.54163531248743,75.507794593002,21197.25,24464.1826,"Sell",NA,19200
2022-07-28,22785,24230,22620,23805,"23,805.00",11797,4.49956101843723,4.4012684627446,77.178340940423,21378.25,24350.1826,"Sell",NA,19201
2022-07-29,23950,24490,23460,24082.45,"24,082.45",7464,1.16551144717497,1.1587716804596,73.1138616703673,21644.3725,24231.8316,"Sell",NA,19202
2022-08-01,23655,23685,22895,23030,"23,030.00",5781,-4.37019489296148,-4.46856456184844,74.0000045472357,21830.1225,24108.7316,"Sell",NA,19205
2022-08-02,23050,23510,22685,23000,"23,000.00",5487,-0.130264871906209,-0.130349790344409,71.3156009110276,21960.6225,23969.8316,"Sell",NA,19206
2022-08-03,23175,23705,22730,23540,"23,540.00",6020,2.34782608695652,2.32068859029809,71.7729873715376,22123.8725,23855.4316,"Sell",NA,19207
2022-08-04,23370,23370,22405,22455,"22,455.00",7914,-4.60917587085811,-4.71877952924293,68.2192313853989,22153.8725,23724.2316,"Sell",NA,19208
2022-08-05,22505,23555,22475,22960,"22,960.00",8818,2.24894232910265,2.22402649116642,68.6691657430008,22213.6225,23597.3316,"Sell",NA,19209
2022-08-08,23310,24355,23085,23985,"23,985.00",7581,4.46428571428571,4.36750635026616,67.157409729007,22390.1225,23486.3316,"Buy",19212,NA
2022-08-09,23880,23965,22850,23060,"23,060.00",8218,-3.85657702730873,-3.93291201131143,65.6213034304115,22577.3725,23361.2316,"Sell",NA,19213
2022-08-10,23200,24240,22630,23655,"23,655.00",9528,2.58022549869905,2.54749942421985,66.0276022741968,22779.3725,23253.487,"Buy",19214,NA
2022-08-11,24000,24980,23840,24245,"24,245.00",9242,2.49418727541746,2.46359014742042,64.0621503596984,22960.3725,23105.387,"Buy",19215,NA
2022-08-12,24225,24315,23600,24240,"24,240.00",4938,-0.0206228088265622,-0.0206249356201923,63.3199064286762,23112.8725,22989.487,"Buy",19216,NA
2022-08-15,24360,25270,23890,24000,"24,000.00",7443,-0.99009900990099,-0.995033085316809,63.0069586293185,23231.8725,22863.687,"Buy",19219,NA
2022-08-16,24060,24265,23640,23945,"23,945.00",5100,-0.229166666666667,-0.229429655337296,55.298358068552,23256.1225,22751.887,"Buy",19220,NA
2022-08-17,23960,24465,23145,23230,"23,230.00",8565,-2.98600960534558,-3.03149870122549,56.1926169000216,23232.8725,22586.687,"Buy",19221,NA
2022-08-18,23260,23590,23210,23335,"23,335.00",3984,0.452001721911322,0.450983261946127,55.782252783179,23238.1225,22432.487,"Buy",19222,NA
2022-08-19,23330,23370,21035,21230,"21,230.00",11296,-9.02078422969788,-9.45391036866142,63.6291324449148,23168.8725,22255.487,"Sell",NA,19223
2022-08-22,21420,21595,20805,20965,"20,965.00",7314,-1.24823363165332,-1.25608950924387,62.7456052985043,23122.8725,22075.887,"Sell",NA,19226
2022-08-23,21055,21660,20790,21490,"21,490.00",8565,2.50417362270451,2.4733330031693,61.3880940559159,23151.6225,21927.287,"Sell",NA,19227
2022-08-24,21480,21900,21125,21710,"21,710.00",9887,1.02373196835738,1.01852732357813,52.7240996074959,23098.1225,21899.287,"Sell",NA,19228
2022-08-25,21610,21810,21290,21565,"21,565.00",7808,-0.667894979272225,-0.670135379039398,50.3025954813898,22986.1225,21888.087,"Sell",NA,19229
2022-08-26,21425,21865,21035,21417.89,"21,417.89",13737,-0.682170183167172,-0.684507600133957,50.1906220961964,22852.8945,21883.9448,"Sell",NA,19230
2022-08-29,19890,20315,19345,19965,"19,965.00",7992,-6.78353469926309,-7.02458135832823,53.4627165932957,22699.6445,21867.4448,"Sell",NA,19233
2022-08-30,19985,20630,19345,19770,"19,770.00",7230,-0.976709241172051,-0.981510333265906,53.5730171336026,22538.1445,21853.4448,"Sell",NA,19234
2022-08-31,19745,20400,19585,20065,"20,065.00",7256,1.49215983813859,1.48113665363545,53.1852212626927,22364.3945,21837.5448,"Sell",NA,19235
2022-09-01,20130,20145,19310,19695,"19,695.00",7103,-1.8440069773237,-1.86122072960108,51.027753142412,22226.3945,21829.3448,"Sell",NA,19236
2022-09-02,19975,20390,19555,19775,"19,775.00",9765,0.406194465600406,0.405371723084827,50.4200651556556,22067.1445,21806.8448,"Sell",NA,19237
2022-09-06,19745,20080,18480,18635,"18,635.00",15290,-5.76485461441214,-5.93769807224959,52.0558316887827,21799.6445,21755.4068,"Sell",NA,19241
2022-09-07,18780,19365,18360,18925,"18,925.00",6749,1.55621143010464,1.54422663922908,50.5264492040646,21592.8945,21717.9068,"Sell",NA,19242
2022-09-08,19170,19400,18905,19260,"19,260.00",7811,1.77014531043593,1.7546607046467,50.0851054625977,21373.1445,21699.6068,"Sell",NA,19243
2022-09-09,19010,21485,19010,21345,"21,345.00",16199,10.8255451713396,10.2787113839946,62.5040651570516,21228.1445,21722.8068,"Sell",NA,19244
2022-09-12,21500,22530,21500,22455,"22,455.00",8764,5.20028109627547,5.06957863297761,65.1727982997923,21138.8945,21796.7068,"Buy",19247,NA
2022-09-13,22390,22875,20050,20240,"20,240.00",15358,-9.86417279002449,-10.3852462120437,73.8995663646227,20950.8945,21815.2068,"Sell",NA,19248
2022-09-14,20110,20500,19585,19925,"19,925.00",7625,-1.55632411067194,-1.56856197429861,74.1013037255166,20749.8945,21805.9068,"Sell",NA,19249
2022-09-15,20130,20345,19450,19730,"19,730.00",7042,-0.978670012547051,-0.98349046417548,73.421567937237,20574.8945,21795.0068,"Sell",NA,19250
2022-09-16,19750,19865,19275,19575,"19,575.00",6561,-0.785605676634567,-0.788707815765722,73.456986117499,20386.8945,21749.4068,"Sell",NA,19251
2022-09-19,19490,19620,18195,19480,"19,480.00",12241,-0.485312899106003,-0.486494366247778,66.1330262702114,20299.3945,21703.7068,"Sell",NA,19254
2022-09-20,19525,19640,18690,18950,"18,950.00",8868,-2.72073921971253,-2.75843666859536,66.6874484510231,20198.6445,21673.6068,"Sell",NA,19255
2022-09-21,18880,19885,18670,18980,"18,980.00",15361,0.158311345646438,0.158186165334641,66.0947684047059,20073.1445,21666.9068,"Sell",NA,19256
2022-09-22,18510,19475,18085,19295,"19,295.00",9042,1.65964172813488,1.64602018078003,66.2572172888215,19952.3945,21660.5068,"Sell",NA,19257
2022-09-23,19200,19495,18455,18745,"18,745.00",9164,-2.85047939880798,-2.89189448017067,66.9834018359341,19811.3945,21622.9068,"Sell",NA,19258
2022-09-26,18700,19300,18545,19180,"19,180.00",11533,2.32061883168845,2.29410192674169,67.4445480236494,19699.5,21582.7068,"Sell",NA,19261
2022-09-27,19060,20400,18775,19045,"19,045.00",18567,-0.70385818561001,-0.706346952472476,63.0492139686458,19653.5,21531.2068,"Sell",NA,19262
2022-09-28,18975,19685,18440,19565,"19,565.00",14508,2.73037542662116,2.69376557318084,63.6954931201828,19643.25,21453.3068,"Sell",NA,19263
